protocol,flow duration,tot fwd pkts,tot bwd pkts,init fwd win byts,init bwd win byts,label
6,59861,22,10,1932,1589,Attack
6,33090,25,26,2560,3245,Benign
6,72331,46,23,4172,4310,Benign
6,81794,33,19,8008,9301,Attack
6,24165,38,5,1350,1630,Benign
6,16519,50,48,3334,7175,Attack
6,482,11,8,9614,4635,Attack
6,89870,30,38,3777,9560,Attack
6,48382,26,23,5835,4580,Benign
6,23480,10,37,9364,7549,Benign
6,59836,21,36,1540,1520,Attack
6,7473,11,39,5466,6445,Benign
6,50190,2,25,8176,3700,Benign
6,38910,12,5,2173,3199,Benign
6,94551,5,18,2898,5314,Attack
6,5136,33,26,9405,1523,Attack
6,93421,3,38,5123,7106,Attack
6,93323,28,23,8441,5055,Benign
6,70553,29,17,7149,2623,Benign
6,95081,3,9,749,4619,Attack
6,53181,24,22,5748,6493,Benign
6,93803,46,2,8747,6813,Attack
6,76975,38,13,1637,8463,Attack
6,13640,38,18,1972,801,Attack
6,84559,35,3,3470,3253,Benign
6,36574,30,17,3577,1241,Attack
6,56857,23,5,929,1107,Attack
6,26839,38,28,8276,3513,Attack
6,80915,43,48,5772,3031,Benign
6,11253,2,48,7139,9959,Attack
6,61393,39,41,8433,9146,Benign
6,42912,43,7,746,2197,Attack
6,45809,40,36,1141,3520,Benign
6,38480,43,33,4041,4261,Attack
6,43227,18,7,8877,3988,Benign
6,3992,46,14,3721,9179,Benign
6,79493,41,50,666,9512,Benign
6,95739,33,22,5808,5146,Attack
6,63714,14,17,2373,248,Attack
6,25597,9,12,5619,5332,Attack
6,3557,27,27,7911,4460,Benign
6,2862,1,43,6200,5839,Attack
6,31392,49,3,5216,8248,Benign
6,12479,42,3,2385,9427,Benign
6,67248,20,24,7709,9293,Benign
6,8434,25,27,2011,9496,Benign
6,48672,3,12,2924,6148,Attack
6,86185,35,10,5960,7410,Attack
6,39139,24,42,957,9774,Benign
6,44240,17,23,2114,887,Attack
6,33892,11,0,9930,4342,Benign
6,12058,34,13,7866,2659,Benign
6,29557,29,21,5682,4779,Benign
6,32043,2,8,9087,4489,Benign
6,52670,7,27,3175,144,Benign
6,66086,39,45,4813,8262,Attack
6,54889,35,29,8197,960,Benign
6,33321,25,13,7440,1413,Attack
6,72264,49,11,9376,5572,Benign
6,35714,25,39,5906,4572,Attack
6,65392,46,22,4135,5969,Attack
6,69201,42,23,1957,2879,Attack
6,244,46,29,1183,3885,Benign
6,64365,9,40,8659,4847,Benign
6,2183,28,25,2128,7594,Attack
6,15209,1,49,2743,2685,Benign
6,75128,4,28,4963,9271,Attack
6,86052,40,17,2341,2655,Attack
6,94584,35,48,5833,2252,Benign
6,95854,27,50,3421,7348,Benign
6,75789,36,0,9378,7712,Attack
6,86257,1,0,6906,3558,Benign
6,48717,50,37,5336,5233,Attack
6,56702,46,22,8886,2742,Attack
6,92771,15,41,1628,6668,Attack
6,93346,19,3,7031,876,Attack
6,12631,31,36,5204,5587,Attack
6,60410,41,7,2968,1692,Benign
6,23641,15,41,710,547,Attack
6,36288,41,20,443,8477,Attack
6,94905,3,33,5385,4364,Attack
6,98126,8,4,4870,8955,Benign
6,56969,46,42,7120,7508,Benign
6,12444,43,45,8665,8643,Attack
6,33425,40,2,7057,8652,Benign
6,97777,31,48,5124,8373,Attack
6,54765,50,29,6198,2018,Benign
6,46963,28,32,7590,4719,Benign
6,18205,32,32,1824,2517,Benign
6,81741,21,35,767,3636,Benign
6,8281,29,36,4347,1837,Benign
6,52832,45,7,9051,2497,Attack
6,60216,3,9,7055,4431,Attack
6,52421,1,10,1892,6904,Benign
6,28245,5,12,4777,7120,Benign
6,16627,47,7,6560,8766,Attack
6,29876,50,12,5425,4568,Benign
6,81687,19,29,2068,8722,Benign
6,45533,19,36,1416,8669,Attack
6,74832,33,13,4060,887,Benign
6,93508,31,46,577,8588,Benign
6,56204,30,20,4012,9873,Attack
6,59291,1,32,3526,3630,Benign
6,86236,15,13,4338,4497,Benign
6,90791,42,3,2747,7175,Attack
6,9106,25,14,3451,1595,Benign
6,37935,39,37,5931,1188,Attack
6,56337,17,22,2668,4882,Benign
6,53399,8,41,9469,7949,Benign
6,38708,36,25,8995,3525,Attack
6,5161,30,24,3000,4490,Attack
6,35810,41,23,6190,1380,Benign
6,12498,15,31,664,1961,Attack
6,23670,4,16,6782,5221,Benign
6,96454,36,18,6413,9104,Benign
6,52347,30,21,2548,171,Attack
6,84243,32,25,3122,6204,Benign
6,56072,24,15,7332,8177,Attack
6,84740,4,45,2679,4189,Attack
6,68808,21,41,4197,1096,Benign
6,52882,1,15,2809,1198,Benign
6,45384,6,8,49,3502,Attack
6,33406,4,19,9538,5273,Benign
6,9468,39,33,5092,1855,Benign
6,58907,1,42,9233,4465,Benign
6,21705,25,44,1241,7555,Benign
6,96814,37,37,3333,2773,Benign
6,32460,36,46,4077,4581,Benign
6,57743,16,1,9644,3087,Benign
6,20783,23,46,6064,3753,Attack
6,78906,27,45,882,5522,Benign
6,43325,43,38,175,7029,Attack
6,50861,3,15,1404,9809,Benign
6,4119,32,7,3452,7795,Benign
6,97712,18,9,9807,4342,Attack
6,60750,1,1,5143,2394,Attack
6,83081,8,0,7952,1221,Attack
6,66112,14,20,4764,5422,Benign
6,4263,2,3,2999,8969,Attack
6,3444,7,10,7074,2751,Benign
6,81361,48,40,9917,5555,Benign
6,93523,25,19,8053,6803,Benign
6,65962,7,33,8363,4632,Attack
6,31520,28,41,7750,4431,Attack
6,41353,4,30,6843,631,Benign
6,49494,14,1,4067,4716,Benign
6,5383,46,2,4902,325,Attack
6,20293,8,37,639,5743,Benign
6,91044,3,43,8729,8499,Benign
6,87521,26,9,1625,6462,Benign
6,31911,32,45,3091,3124,Attack
6,56952,28,37,2714,541,Benign
6,86142,9,39,3325,3861,Attack
6,22664,29,33,2024,8049,Benign
6,7211,9,28,6513,9553,Attack
6,95420,41,21,2692,9212,Attack
6,84685,45,15,5970,6637,Benign
6,45152,18,36,9593,4899,Benign
6,897,33,5,9456,2011,Benign
6,50358,40,45,6111,6373,Benign
6,39017,3,33,3877,2775,Attack
6,10970,5,35,984,4523,Benign
6,42550,28,16,5199,4218,Attack
6,74813,12,4,6661,8950,Benign
6,57110,19,9,3856,490,Benign
6,67859,3,12,7077,3254,Benign
6,53701,15,1,1187,7493,Attack
6,91557,27,48,634,5160,Benign
6,50836,7,50,8439,5249,Benign
6,52193,6,4,6051,6375,Attack
6,59068,4,13,6336,9694,Benign
6,97665,10,33,6458,7799,Attack
6,59055,33,32,6804,8521,Benign
6,56809,7,47,3460,6600,Attack
6,68146,47,30,6883,7038,Attack
6,16176,14,8,2479,1493,Benign
6,70099,29,33,1744,6614,Attack
6,3794,13,15,2239,6713,Benign
6,91295,47,49,7177,5496,Benign
6,44910,50,38,2615,3982,Benign
6,90554,26,11,4046,719,Benign
6,96824,31,0,6363,6865,Attack
6,1825,10,46,6308,8515,Attack
6,41048,39,10,3241,5703,Benign
6,94426,48,2,3618,7362,Attack
6,68027,1,11,8128,5333,Attack
6,67156,33,30,1208,9568,Attack
6,67878,19,15,6321,8557,Attack
6,31201,48,11,8984,7265,Benign
6,57434,7,44,1091,7404,Attack
6,32981,15,4,4725,7254,Benign
6,8869,25,35,2127,9033,Benign
6,74658,47,17,4414,890,Benign
6,38244,31,4,9771,9937,Benign
6,87797,43,36,9322,8039,Benign
6,86010,37,35,5465,7548,Attack
6,38342,11,33,8275,3648,Benign
6,89020,12,26,8024,829,Attack
6,32323,46,42,4887,8601,Benign
6,40149,18,30,7747,229,Benign
6,14025,42,48,8021,8045,Benign
6,84970,29,38,4579,5003,Benign
6,33999,2,49,1179,2594,Attack
6,490,9,4,6441,1005,Benign
6,24823,14,47,2580,4835,Attack
6,16131,6,31,4621,4160,Benign
6,81644,16,50,5005,9591,Attack
6,13872,29,37,9644,7514,Attack
6,94334,5,24,3942,7803,Attack
6,73680,18,5,3353,1232,Benign
6,41539,16,19,7729,7720,Attack
6,54077,45,17,5869,6906,Benign
6,58250,38,43,7692,6242,Attack
6,11502,46,1,3468,8977,Attack
6,1309,14,50,5776,5707,Attack
6,84305,43,5,3741,5314,Attack
6,33386,19,2,5883,6515,Attack
6,20938,41,22,8108,568,Benign
6,8260,7,49,8985,9098,Attack
6,49404,9,44,830,9720,Attack
6,72315,39,30,5488,1517,Attack
6,2785,49,19,654,5983,Benign
6,93353,34,23,4356,574,Attack
6,73557,21,9,654,4685,Attack
6,55299,22,15,3351,4125,Benign
6,3523,25,19,6321,7477,Benign
6,86767,32,36,6868,9876,Attack
6,26388,12,33,5171,8349,Attack
6,80585,9,15,9512,6534,Benign
6,17338,6,32,4919,5459,Attack
6,11218,7,43,756,4190,Attack
6,29885,26,35,6446,9903,Attack
6,66493,29,34,1234,3662,Benign
6,69232,29,35,7833,4460,Benign
6,10824,32,0,1046,288,Attack
6,73862,24,14,8082,2494,Benign
6,41158,2,23,8378,796,Attack
6,6721,18,42,5327,8000,Attack
6,978,9,37,4281,3722,Attack
6,55860,29,5,8415,4821,Attack
6,96618,22,47,5034,5389,Benign
6,28750,12,14,2110,4487,Attack
6,83571,28,11,6583,9272,Benign
6,28682,24,3,5105,2051,Benign
6,69342,46,18,280,9313,Benign
6,6499,3,35,2807,6655,Attack
6,55896,29,50,8474,2110,Attack
6,98710,21,11,9316,3629,Benign
6,73137,42,2,1783,3060,Attack
6,52322,1,10,4432,6044,Benign
6,6215,2,5,9329,50,Benign
6,91078,3,11,6721,2418,Attack
6,42995,49,29,5347,6398,Attack
6,18847,14,42,2001,3692,Benign
6,16748,35,35,9844,47,Benign
6,10475,33,29,8411,7190,Benign
6,90247,21,14,6139,3134,Attack
6,26190,38,9,7060,4496,Benign
6,99253,40,33,3973,8491,Benign
6,67782,24,20,1221,6268,Attack
6,34570,14,21,6104,6495,Benign
6,92609,7,38,7870,1691,Benign
6,20279,45,18,4764,3871,Benign
6,32794,20,14,8220,4957,Attack
6,17488,13,27,2580,4334,Benign
6,51040,15,7,9699,9743,Benign
6,57633,41,8,5101,8808,Benign
6,3067,25,19,38,24,Benign
6,35526,38,40,7968,5775,Benign
6,11990,34,39,1209,3426,Attack
6,70425,23,32,9386,6075,Benign
6,15557,38,3,661,117,Attack
6,46301,10,39,8427,6272,Benign
6,34372,33,23,6920,2875,Attack
6,64456,23,47,6309,588,Benign
6,81151,40,25,8796,5974,Benign
6,63178,33,24,9551,1912,Attack
6,93179,13,43,6195,3103,Attack
6,45450,15,16,2564,5236,Attack
6,47976,47,46,6138,6273,Attack
6,52469,21,44,8653,6745,Benign
6,54718,4,18,6867,3050,Attack
6,21302,24,18,5038,2117,Attack
6,88447,16,39,182,7368,Attack
6,7075,20,17,9608,6820,Attack
6,22794,32,46,7519,7258,Attack
6,28361,49,47,6155,4827,Attack
6,77540,24,8,5950,298,Benign
6,79077,29,49,5574,8391,Attack
6,43733,40,35,6831,2282,Benign
6,87389,19,7,109,8075,Attack
6,2688,10,30,2534,8595,Benign
6,20642,22,20,2676,494,Attack
6,86038,11,29,120,9412,Attack
6,54255,42,7,8207,1296,Attack
6,85839,28,39,775,9236,Benign
6,42760,43,38,8879,1088,Benign
6,73720,50,5,4747,5390,Benign
6,16109,13,24,7566,7757,Attack
6,5190,44,28,2672,3965,Attack
6,17199,4,35,2896,2994,Attack
6,40571,21,17,5405,9754,Benign
6,18002,1,24,7229,2706,Benign
6,28223,24,39,7298,4092,Attack
6,19267,27,43,6036,5202,Attack
6,93587,32,46,7623,8711,Attack
6,28519,16,9,4574,2164,Benign
6,73069,15,13,3824,4186,Benign
6,63192,10,35,3678,5470,Attack
6,80387,39,24,9013,2358,Benign
6,80424,34,15,2840,4782,Attack
6,36176,38,25,9321,646,Benign
6,61014,50,2,6932,9261,Attack
6,78118,24,21,7241,9753,Benign
6,177,23,9,5096,1756,Attack
6,24013,40,40,5127,6170,Benign
6,35753,45,42,3701,4272,Benign
6,14934,29,39,1127,1175,Attack
6,58267,31,20,5012,548,Attack
6,94534,49,3,364,9688,Attack
6,34821,48,24,8938,3759,Benign
6,11218,49,16,9042,6770,Benign
6,11524,19,16,6240,7725,Attack
6,71420,14,24,2379,5361,Benign
6,69679,39,20,2426,4470,Attack
6,12447,36,2,4867,5024,Attack
6,9315,16,2,8869,6431,Benign
6,84040,39,6,8342,524,Attack
6,76276,16,20,6202,8526,Benign
6,18377,10,49,7564,4195,Attack
6,75663,8,3,5948,2648,Benign
6,76874,24,25,540,1397,Benign
6,15359,12,42,8692,3658,Benign
6,64740,25,3,6578,5624,Attack
6,86688,41,16,4934,3691,Benign
6,52099,17,24,1355,5988,Attack
6,64785,37,50,9993,1956,Attack
6,80093,10,4,4905,753,Attack
6,3032,39,39,7177,6620,Attack
6,22114,8,10,5179,3299,Attack
6,62431,30,17,5825,2081,Attack
6,25880,46,37,1758,6382,Benign
6,14814,33,4,7313,862,Benign
6,5620,35,50,4603,4132,Attack
6,24135,40,23,5912,6018,Attack
6,39255,6,25,5533,7830,Benign
6,7296,22,45,7596,4302,Attack
6,25467,33,20,9063,7692,Attack
6,98465,8,32,162,5666,Benign
6,99889,50,37,6213,6406,Benign
6,8709,27,31,390,3438,Benign
6,3792,16,8,4702,3416,Attack
6,8360,34,26,315,1050,Attack
6,86318,8,10,1372,1749,Benign
6,44503,7,42,7587,9727,Attack
6,28829,23,43,7246,3366,Benign
6,6103,29,41,4900,3807,Benign
6,87049,27,16,7646,8933,Benign
6,71705,36,2,8224,2585,Attack
6,41031,6,22,7173,9143,Attack
6,83555,7,13,8016,175,Benign
6,41125,49,25,2557,9967,Attack
6,181,34,32,7770,9242,Benign
6,58572,49,26,6066,5106,Benign
6,8112,49,30,6159,5198,Attack
6,8531,41,34,9640,4239,Attack
6,59323,31,8,1438,7421,Attack
6,39841,24,50,6888,4735,Attack
6,32444,8,16,3743,9982,Attack
6,61156,30,38,6432,3036,Benign
6,55692,8,11,6209,9395,Benign
6,81036,9,20,272,3172,Attack
6,56619,32,40,8711,7291,Attack
6,15214,10,26,8225,5065,Attack
6,29441,9,44,1897,8600,Benign
6,32232,27,11,3603,7159,Benign
6,83039,24,10,4950,9571,Attack
6,64865,16,4,8920,5745,Benign
6,86033,16,37,6717,6273,Attack
6,80075,28,20,4994,7802,Attack
6,36091,39,28,6158,1980,Attack
6,29896,2,12,2897,3555,Benign
6,91513,6,6,5753,3512,Benign
6,69570,32,4,2309,4804,Benign
6,96005,28,10,2258,835,Attack
6,72222,42,35,932,4016,Benign
6,97445,20,28,2295,2693,Benign
6,29088,40,24,4116,9370,Benign
6,32249,29,24,2213,5882,Attack
6,28937,11,7,4583,4729,Benign
6,99368,14,7,8205,7970,Benign
6,61706,42,0,5551,8536,Benign
6,21839,10,12,4461,4714,Benign
6,84084,12,47,8335,2881,Benign
6,67528,12,30,9661,8876,Attack
6,76992,18,46,5511,7319,Attack
6,31426,48,16,316,874,Benign
6,30436,19,26,9889,4741,Attack
6,56295,9,17,663,7440,Benign
6,35222,6,21,9790,3200,Attack
6,96395,42,50,4313,3993,Attack
6,35901,10,39,4385,1694,Attack
6,73072,8,39,4555,3873,Attack
6,45375,40,50,198,4854,Benign
6,23753,11,32,4572,8253,Attack
6,18868,18,20,1794,2131,Benign
6,75154,20,0,4372,1027,Attack
6,30193,10,48,7521,8865,Attack
6,71651,13,33,9801,9803,Attack
6,60536,45,27,9239,5274,Benign
6,6666,46,32,7919,6361,Benign
6,73917,39,41,3094,7357,Attack
6,26196,39,23,4112,9205,Attack
6,20071,24,32,3495,6255,Benign
6,87315,20,35,7625,583,Attack
6,13786,28,16,5768,3640,Benign
6,64205,21,43,3909,886,Attack
6,69390,9,24,931,1581,Attack
6,25244,22,33,2834,7365,Attack
6,37904,29,0,5643,5016,Attack
6,71617,29,23,4269,5239,Attack
6,72922,11,17,1181,9305,Attack
6,69348,19,6,2567,7260,Attack
6,85051,5,2,3297,9035,Attack
6,23902,40,39,5828,2309,Benign
6,22762,32,26,7101,5307,Attack
6,19269,44,7,3179,7265,Attack
6,72717,2,9,7459,5685,Attack
6,37383,25,36,8638,3124,Attack
6,83292,5,21,5649,6593,Benign
6,47525,23,45,2213,595,Benign
6,75371,32,6,6845,6365,Benign
6,6149,12,26,7058,3421,Benign
6,90920,47,15,950,1973,Benign
6,93194,21,43,5716,5241,Benign
6,189,28,37,7396,136,Attack
6,47622,4,31,2204,657,Attack
6,74258,14,15,1018,6056,Attack
6,37261,47,37,6773,6724,Benign
6,64474,27,3,5997,7277,Benign
6,51023,9,38,3362,2718,Attack
6,27607,43,20,7522,4392,Attack
6,81321,15,38,3088,6604,Benign
6,47598,29,5,2058,7599,Benign
6,42099,26,43,4682,9497,Attack
6,59205,33,8,5188,8963,Attack
6,61383,44,27,7332,891,Attack
6,39875,27,50,3813,7553,Benign
6,69774,23,10,5138,7230,Attack
6,87162,40,21,3363,7333,Benign
6,92575,1,11,2184,979,Attack
6,52880,33,2,5493,9591,Benign
6,34049,46,13,1327,3061,Benign
6,93365,5,36,7081,6785,Attack
6,93851,40,6,4514,6824,Attack
6,47935,9,44,6308,3362,Attack
6,70451,37,4,3242,222,Benign
6,28290,26,25,3300,603,Attack
6,19432,42,30,8432,3895,Attack
6,65974,49,9,6695,9078,Benign
6,9232,34,47,9348,9868,Attack
6,63961,50,47,8829,3279,Attack
6,68026,6,41,4080,1359,Attack
6,68978,46,26,1870,6778,Benign
6,59713,46,47,4158,4765,Benign
6,9197,39,42,8210,4196,Attack
6,44373,36,6,5050,9818,Attack
6,45886,34,47,8548,7974,Benign
6,1521,39,9,8654,1899,Benign
6,98558,14,29,6105,8580,Attack
6,80709,11,39,6562,4432,Attack
6,60808,14,11,7192,6301,Attack
6,52818,41,9,6082,1737,Benign
6,9246,8,24,2408,3132,Benign
6,84779,9,4,892,4820,Benign
6,49693,7,38,147,6629,Attack
6,69191,45,26,5071,6770,Attack
6,25218,37,37,1177,9023,Attack
6,69940,33,1,2787,2250,Benign
6,83313,24,19,2137,8922,Attack
6,24572,38,1,7413,35,Benign
6,57317,46,8,1166,754,Attack
6,42828,22,6,7143,8605,Attack
6,20823,33,21,8276,5063,Benign
6,1560,13,22,2404,7817,Attack
6,67703,4,22,6792,8961,Benign
6,77127,8,36,5900,4481,Benign
6,60156,32,44,3634,2030,Attack
6,62140,21,50,9430,9734,Attack
6,45198,31,11,8385,1361,Attack
6,40954,22,13,5180,9853,Benign
6,67856,29,23,1206,7380,Benign
6,34857,45,1,8524,8197,Attack
6,7384,7,19,8259,876,Attack
6,21202,7,33,5987,4051,Attack
6,34447,6,28,7805,2895,Benign
6,55380,20,22,1159,7390,Attack
6,36549,36,1,6340,2904,Benign
6,82718,22,19,9093,3120,Benign
6,88076,45,17,1374,5238,Benign
6,54112,24,42,3266,6650,Attack
6,16673,27,39,2984,542,Benign
6,33305,39,28,7759,2619,Attack
6,18564,2,22,7437,3924,Attack
6,87886,31,20,1733,1339,Attack
6,44250,20,35,3632,5950,Benign
6,38205,30,18,9085,9186,Benign
6,91185,6,49,3072,8277,Benign
6,61504,31,21,8987,6180,Benign
6,89138,45,40,1580,2077,Benign
6,98258,19,27,4244,6228,Attack
6,66895,47,30,3159,2662,Attack
6,16888,15,36,3762,6181,Attack
6,84662,12,42,9975,2208,Benign
6,31512,49,20,5571,4856,Benign
6,87320,13,37,5585,559,Attack
6,38250,16,12,2027,6101,Benign
6,80563,16,40,6864,5646,Benign
6,12473,22,3,3675,4019,Benign
6,93193,25,0,6400,1637,Benign
6,48967,2,13,5084,7690,Attack
6,30013,7,45,8314,7790,Attack
6,30994,17,40,5740,4223,Benign
6,55014,29,10,8982,6164,Attack
6,53714,5,2,4992,7131,Attack
6,22149,41,43,7260,1762,Benign
6,87214,8,16,5811,9779,Attack
6,82063,42,15,1600,7473,Attack
6,39836,24,48,3493,5707,Benign
6,89668,8,41,9575,6288,Attack
6,99729,7,46,2126,645,Attack
6,21946,38,12,2438,6103,Benign
6,21037,36,27,7788,5254,Attack
6,32463,49,46,5657,1277,Benign
6,24727,27,18,6743,7651,Benign
6,16478,16,50,615,3570,Attack
6,48708,7,18,5036,1246,Attack
6,64026,6,9,178,243,Attack
6,62137,1,41,1755,7333,Attack
6,75029,7,34,1685,3784,Attack
6,38188,16,25,1702,1092,Benign
6,55288,41,37,5675,2499,Benign
6,74920,30,8,9798,7486,Benign
6,29759,19,25,2661,4717,Benign
6,78666,25,14,7496,9110,Attack
6,20239,38,13,6617,7314,Attack
6,6979,31,50,7097,5920,Benign
6,37718,17,46,3053,4075,Attack
6,37940,43,48,9812,3338,Attack
6,64799,11,6,2761,1673,Attack
6,84001,47,32,4022,1357,Attack
6,7306,26,17,9268,9467,Attack
6,44239,4,48,8281,8089,Benign
6,19292,33,43,4380,7335,Attack
6,56585,46,20,8815,2556,Benign
6,42858,48,49,996,2682,Attack
6,91554,48,39,6963,2261,Attack
6,34319,23,20,3853,2935,Benign
6,61886,50,50,6345,9029,Benign
6,63478,47,38,295,217,Attack
6,49622,27,43,2163,6318,Attack
6,28547,7,16,4998,9277,Benign
6,43686,18,9,9373,984,Attack
6,5464,2,35,4402,1672,Benign
6,96009,34,4,7028,6027,Benign
6,34434,33,38,3490,4781,Attack
6,52939,16,40,2379,9667,Benign
6,41347,2,18,9017,4303,Benign
6,70957,26,0,8362,378,Attack
6,21984,24,20,1007,6933,Attack
6,62307,36,45,7793,5771,Benign
6,68882,19,49,7306,2517,Attack
6,57805,7,7,4471,4303,Benign
6,84543,42,46,1556,739,Attack
6,9204,5,19,5677,8071,Attack
6,53277,8,12,9481,5346,Benign
6,6577,46,50,356,8108,Attack
6,79221,6,2,3759,1321,Benign
6,51054,1,13,6325,8653,Benign
6,19172,5,9,1720,8269,Attack
6,10880,36,26,4714,4319,Benign
6,82739,7,16,961,3058,Attack
6,85879,37,23,4448,8132,Attack
6,5487,32,15,7822,6905,Attack
6,56760,29,21,4689,7242,Attack
6,36845,45,20,1104,4175,Attack
6,1959,41,37,9011,3673,Attack
6,35761,31,42,2608,2274,Attack
6,65367,29,30,3020,2347,Benign
6,19718,41,41,8771,7473,Attack
6,39382,18,40,8338,3931,Attack
6,84687,17,25,3333,9066,Attack
6,55482,31,19,6481,9986,Attack
6,94945,30,16,963,511,Benign
6,130,30,44,7836,7670,Attack
6,86761,47,34,4157,997,Attack
6,71222,29,50,9707,2005,Benign
6,42481,11,40,7958,1928,Attack
6,94367,45,18,6330,5738,Benign
6,5188,6,10,2181,2761,Attack
6,11096,34,22,1650,6387,Attack
6,83770,4,26,9997,5818,Attack
6,75143,4,21,9120,4075,Benign
6,5075,10,19,2248,8742,Attack
6,30166,45,49,7887,8698,Attack
6,43434,33,5,796,3502,Attack
6,6155,43,38,9830,6481,Attack
6,27568,21,21,642,8615,Attack
6,10855,8,23,3416,4884,Benign
6,72508,34,24,8571,2036,Benign
6,48199,49,12,7573,7472,Benign
6,24772,13,40,9179,5828,Attack
6,53617,49,38,4316,4882,Benign
6,82908,32,31,5874,5037,Benign
6,64769,27,32,5429,2784,Benign
6,22267,22,7,8781,2859,Benign
6,8587,23,33,59,6943,Benign
6,82236,26,47,5344,7998,Attack
6,28751,29,27,6479,321,Benign
6,18055,4,17,5786,7488,Attack
6,35575,3,15,6001,775,Benign
6,28377,42,35,6897,9435,Benign
6,26898,38,23,5897,1091,Attack
6,24880,5,40,7067,5659,Benign
6,29290,21,39,8730,9572,Attack
6,29039,12,44,7224,2568,Attack
6,423,50,1,7122,5904,Attack
6,52096,6,4,4824,9294,Benign
6,8332,22,11,1458,8216,Attack
6,25901,36,17,239,7904,Benign
6,89126,36,47,5956,4642,Benign
6,74752,48,16,4134,1189,Benign
6,65591,22,46,6371,8546,Benign
6,14651,24,12,7951,4891,Benign
6,22028,26,8,9846,7823,Attack
6,13226,32,9,6684,4592,Benign
6,7742,33,50,6242,7307,Benign
6,42448,45,3,543,8161,Benign
6,59209,10,31,3118,8704,Benign
6,39258,17,11,8586,3435,Attack
6,76394,11,27,174,5070,Attack
6,10015,48,1,9027,5722,Benign
6,15768,12,37,8427,7805,Benign
6,70811,9,49,136,6644,Attack
6,35649,47,34,2220,9724,Benign
6,35093,7,37,6399,5823,Attack
6,45903,22,49,611,1640,Attack
6,7025,29,43,2561,2135,Attack
6,29822,24,13,3855,7681,Benign
6,6419,38,24,7355,3708,Benign
6,33927,16,50,6362,4205,Attack
6,74065,3,8,6543,4864,Benign
6,4998,4,45,2576,4938,Attack
6,27679,13,8,1351,8968,Benign
6,69864,41,22,5591,6008,Benign
6,42179,42,44,8093,8508,Attack
6,81738,29,19,4069,981,Attack
6,36764,42,17,7648,8840,Benign
6,10671,39,32,1487,3130,Attack
6,46375,12,38,7201,591,Attack
6,87999,20,27,4906,4532,Benign
6,44728,16,45,7788,5075,Benign
6,39432,31,2,5668,1752,Attack
6,55235,15,23,1167,1034,Attack
6,32151,26,38,9623,5748,Benign
6,57245,7,33,410,1614,Attack
6,27977,12,5,8622,2302,Benign
6,67046,12,26,4729,2169,Benign
6,64850,48,21,7285,1519,Attack
6,37805,2,41,4746,6712,Attack
6,51419,30,16,2705,204,Attack
6,83069,49,44,9287,2316,Benign
6,66018,7,1,946,4333,Attack
6,33006,44,28,3449,5785,Benign
6,97466,39,1,8828,8673,Attack
6,11773,32,15,2525,9677,Attack
6,15642,4,3,1526,6250,Benign
6,13460,6,20,8050,6631,Attack
6,74598,40,8,2156,4340,Benign
6,56040,28,19,6257,9267,Attack
6,20458,6,49,8081,9658,Attack
6,2933,9,34,145,5032,Attack
6,60876,41,4,7668,9620,Benign
6,39936,18,19,5804,5386,Benign
6,15615,47,48,6768,4203,Benign
6,62264,48,36,2527,8160,Attack
6,3738,34,15,8955,3127,Benign
6,88676,5,9,98,533,Attack
6,77027,7,46,7899,6235,Attack
6,10060,22,41,1776,5255,Benign
6,22262,46,35,8980,462,Attack
6,40317,14,1,7358,4622,Attack
6,36604,11,8,8854,5652,Benign
6,79188,6,6,58,2267,Benign
6,84559,50,10,6550,3331,Attack
6,63556,50,3,4040,8709,Benign
6,96650,9,20,2835,3339,Attack
6,98777,7,44,8481,6374,Benign
6,82628,13,36,6611,3457,Benign
6,51488,44,22,3721,4209,Benign
6,36713,2,35,820,6621,Attack
6,90762,18,31,5917,3312,Attack
6,63629,35,9,7469,457,Attack
6,14598,22,1,7696,6910,Attack
6,79181,44,24,5695,7971,Attack
6,71081,27,18,608,7914,Attack
6,70697,18,36,5968,8883,Attack
6,22678,12,38,5839,7095,Benign
6,92365,29,30,6191,2231,Benign
6,68154,44,36,7023,5341,Benign
6,65430,21,13,4386,810,Attack
6,75562,1,30,8671,3320,Benign
6,69138,26,33,8973,802,Attack
6,92127,16,49,9152,6810,Benign
6,66501,50,9,1849,45,Attack
6,2975,39,13,4774,5548,Attack
6,18865,36,1,60,2743,Benign
6,68819,14,7,4902,8270,Attack
6,64162,13,0,3881,8678,Benign
6,10322,27,16,7545,2178,Benign
6,68268,35,5,7997,3274,Attack
6,12415,36,40,5960,9270,Attack
6,66039,8,42,5653,1761,Benign
6,85844,36,2,6936,1265,Benign
6,33485,39,22,8508,4352,Attack
6,42101,26,24,5871,3144,Attack
6,312,38,1,5564,6696,Benign
6,75142,28,48,5912,6337,Benign
6,78931,23,6,1794,1322,Attack
6,61479,19,33,6748,4513,Benign
6,84813,50,47,3485,1080,Benign
6,90257,43,26,6630,3733,Attack
6,86968,34,21,5140,5779,Benign
6,64981,28,26,904,7078,Benign
6,94111,34,15,4905,358,Attack
6,85047,40,36,3757,4581,Attack
6,48107,22,27,2614,4116,Benign
6,68910,40,40,3319,1135,Benign
6,59308,24,12,5027,6928,Attack
6,24997,20,43,8856,6815,Attack
6,52947,34,32,4117,8257,Attack
6,47631,21,7,3401,2154,Attack
